File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction 
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,436,हाँ अब अंकल आए थे ।,6,obl_sv,1.75,3,अंकल,['अंकल'],1,4,No Direction,2,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,448,तो बस ये ही सब चल रहा है अभी ।,10,sv_obl,2.375,5,सब,"['सब', 'ये', 'ही']",3,6,RL,9,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,452,तुम्हारा ख़तम कब हो रहा है ।,7,s_obl_v,1.8,1,तुम्हारा,['तुम्हारा'],1,8,No Direction,3,कब,['कब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,454,ये तो मेरा अब ख़तम हो जाएगा ।,8,s_obl_v,1.6666666666666667,3,मेरा,"['मेरा', 'ये', 'तो']",3,8,RL,4,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,500,पूरा ए वे आता है उस का ।,8,sv_obl,1.3333333333333333,2,ए,"['ए', 'पूरा', 'वे']",3,7,Both,6,उस,['उस का'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,515,आज मुझे 1 प्लान बनाना हो बिज़नेस तो मुझे जितना टाइम लगेगा हो सकता है दूसरा वाला कम टाइम में करेगा काफ़ी ।,23,s_obl_v,2.5714285714285716,16,दूसरा,['दूसरा वाला'],1,9,LR,19,टाइम,"['कम', 'टाइम में', 'काफ़ी']",3,14,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,541,वो तो जानते हो हम लोग का भी आता है एक्चुअली बहुत बार ।,14,sv_obl,2.75,1,वो,"['वो', 'तो', 'हम', 'लोग का', 'भी']",5,13,LR,13,बार,"['बार', 'बहुत']",2,7,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,555,किस में पढ़ते हो तुम [incomprehensible] ।,7,obl_vs,1.8,5,तुम,['तुम'],1,3,No Direction,1,किस,['किस में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,575,तो संदीप भी उसी से ऐक्सेस करता है ।,9,s_obl_v,2.5714285714285716,2,संदीप,"['संदीप', 'भी']",2,7,LR,4,उसी,['उसी से'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,590,नहीं तो तुम संदीप से पूछना इग्ज़ैक्ट्ली वो कैसे करता है ।,12,s_obl_v,2.6,8,वो,['वो'],1,2,No Direction,9,कैसे,['कैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,613,हम लोग कितनी देर बात कर लिए ।,8,s_obl_v,1.6666666666666667,2,लोग,"['लोग', 'हम']",2,5,RL,4,देर,"['देर', 'कितनी']",2,8,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,615,ऐसा ना हो चार्च होना शुरू हो जाए उस के बाद ।,12,sv_obl,1.9,5,होना,"['होना', 'चार्च']",2,9,RL,9,उस,"['उस के', 'उस बाद']",2,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,713,पैरलेल पार्किंग में टाइम लगता है ।,7,obl_sv,1.4,4,टाइम,['टाइम'],1,4,No Direction,2,पार्किंग,"['पैरलेल', 'पार्किंग में']",2,17,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,728,दूसरे बार वो कुछ और कोई गड़बड़ी हुई ।,9,obl_sv,2.7142857142857144,7,गड़बड़ी,"['गड़बड़ी', 'कुछ', 'और', 'कोई']",4,13,RL,2,बार,"['बार', 'दूसरे']",2,8,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,745,तो वो ही होता है कहीं कहीं पे ।,9,sv_obl,1.7142857142857142,2,वो,"['वो', 'ही']",2,4,LR,6,कहीं,"['कहीं', 'कहीं पे']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,789,पीएचडी में फ़िर उस का कितना टाइम लगेगा ।,9,obl_sv,2.7142857142857144,7,टाइम,"['टाइम', 'उस का', 'कितना']",3,13,RL,1,पीएचडी,['पीएचडी में'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,799,तो और तुम लोग क्या चलता है ।,8,s_obl_v,2.3333333333333335,4,लोग,"['लोग', 'तुम']",2,6,RL,5,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,802,यहाँ तो बहुत कुछ होता रहता है ।,8,obl_sv,1.6666666666666667,4,कुछ,"['कुछ', 'बहुत']",2,7,RL,1,यहाँ,"['यहाँ', 'तो']",2,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,815,शिफ़्टिंग में टाइम लगता है ।,6,obl_sv,1.5,3,टाइम,['टाइम'],1,4,No Direction,1,शिफ़्टिंग,['शिफ़्टिंग में'],1,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,818,तो वो सब थोड़ा अभी होगा ।,7,s_obl_v,2.4,3,सब,"['सब', 'वो']",2,4,RL,5,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,821,और उसी समय दोनों का कॉलेज स्टार्ट हो रहा है ।,11,obl_sv,2.4444444444444446,6,कॉलेज,"['कॉलेज', 'दोनों का']",2,12,RL,3,समय,"['समय', 'उसी']",2,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,866,मैं ऑफ़िस से एक्चुअली फ़ोन कर रहा हूँ ।,9,s_obl_v,2.2857142857142856,1,मैं,['मैं'],1,3,No Direction,2,ऑफ़िस,['ऑफ़िस से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,14,हाँ मैं लेट हो गया थोड़ा सा मैं वो ही अभी निकलूँगा ।,15,s_obl_v,2.8461538461538463,10,मैं,['मैं'],1,3,No Direction,13,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,19,हाँ आधे घंटे का जुगाड़ अब चल रहा है ।,10,s_obl_v,2.0,5,जुगाड़,"['जुगाड़', 'आधे', 'घंटे का']",3,14,RL,6,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,49,तो तुम यार ऐसे हो कि अभी तक तुम ने पूछा नहीं था यार ।,15,s_obl_v,2.769230769230769,2,तुम,['तुम'],1,3,No Direction,4,ऐसे,"['ऐसे', 'पूछा', 'कि', 'अभी तक', 'तुम ने', 'नहीं', 'था', 'यार']",8,28,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,49,तो तुम यार ऐसे हो कि अभी तक तुम ने पूछा नहीं था यार ।,15,obl_sv,2.769230769230769,9,तुम,['तुम ने'],1,5,LR,7,अभी,['अभी तक'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,66,अगस्टा की एग्ज़िट लिखी होगी वहाँ ।,7,sv_obl,1.4,3,एग्ज़िट,"['एग्ज़िट', 'अगस्टा की']",2,15,RL,6,वहाँ,['वहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,102,वॉशिंगटन रोड एग्ज़िट 65 जब तुम लोगे और एग्ज़िट जहाँ मतलब ख़तम होगी जिस रोड पे कनेक्ट होगी ।,19,s_obl_v,2.411764705882353,9,एग्ज़िट,['एग्ज़िट'],1,7,No Direction,10,जहाँ,['जहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,108,मतलब किसी भी रोड पे आओगे तुम ।,8,obl_vs,2.0,7,तुम,['तुम'],1,3,No Direction,4,रोड,"['किसी', 'भी', 'रोड पे']",3,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,132,तो अब मैं तुम्हें बताता हूँ जब तुम राइट टर्न ले के बढ़ोगे तो तुम्हें रोड जो दिखाई देंगी सामने उन पे तुम ध्यान रखना ।,26,obl_sv,3.4583333333333335,23,तुम,['तुम'],1,3,No Direction,21,उन,"['दिखाई', 'तो', 'तुम्हें', 'रोड', 'जो', 'देंगी', 'सामने', 'उन पे']",8,33,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,162,1 रेड लाइट वहाँ पर भी होगी ।,8,s_obl_v,2.1666666666666665,3,लाइट,"['लाइट', '1', 'रेड']",3,8,RL,4,वहाँ,"['वहाँ पर', 'भी']",2,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,174,तो ये रेड लाइट जब आए तो तुम केयरफुल हो जाना ।,12,s_obl_v,2.2,4,लाइट,"['लाइट', 'ये', 'रेड']",3,9,RL,5,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,201,तो तुम चाहो तो फ़ूडलाइन वाले पे मोड़ लेना या थोड़ा सा तुम सेंट्रल लेन में आ जाना ।,19,s_obl_v,3.2941176470588234,13,तुम,['तुम'],1,3,No Direction,15,लेन,"['सेंट्रल', 'लेन में']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,208,तो तुम सेंट्रल लेन पे आ जाना ।,8,s_obl_v,2.3333333333333335,2,तुम,['तुम'],1,3,No Direction,4,लेन,"['सेंट्रल', 'लेन पे']",2,12,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,225,तुम तो दिन में आओगे ना ।,7,s_obl_v,1.8,1,तुम,"['तुम', 'तो']",2,5,LR,3,दिन,['दिन में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,234,तो तुम ईज़िली वहाँ पर आ जाओगे ।,8,s_obl_v,2.6666666666666665,2,तुम,['तुम'],1,3,No Direction,4,वहाँ,['वहाँ पर'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,236,अच्छा लेफ़्ट हम मुड़ेंगे फ़ूडलाइन कॉम्प्लेक्स की तरफ़ ।,9,sv_obl,1.7142857142857142,3,हम,['हम'],1,2,No Direction,6,कॉम्प्लेक्स,"['फ़ूडलाइन', 'कॉम्प्लेक्स की', 'कॉम्प्लेक्स तरफ़']",3,34,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,245,मैं तुम्हारे लिए बता दिया इस लिए कि तुम्हें याद रहे ।,12,obl_sv,2.6,9,तुम्हें,['तुम्हें'],1,7,No Direction,6,इस,['इस लिए'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,247,सेंट्रल लेन में रहे हम ।,6,obl_vs,1.25,5,हम,['हम'],1,2,No Direction,2,लेन,"['सेंट्रल', 'लेन में']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,250,तुम्हें दूर से दिख जाएंगे झंडे वगैरह वो लगे हुए हैं वहाँ ।,13,sv_obl,2.0,8,वो,['वो'],1,2,No Direction,12,वहाँ,['वहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,275,सेंट्रल लेन मतलब वो तो सीधी जाएगी ना ।,9,s_obl_v,2.2857142857142856,4,वो,"['वो', 'तो']",2,4,LR,6,सीधी,['सीधी'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,286,अगर तुम राइट में आ रहे हो ।,8,s_obl_v,2.1666666666666665,2,तुम,['तुम'],1,3,No Direction,3,राइट,['राइट में'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,287,तो हमें मतलब जो है लेफ़्ट या राइट लेना है ।,11,s_obl_v,3.4444444444444446,2,हमें,['हमें'],1,4,No Direction,6,लेफ़्ट,"['लेफ़्ट', 'राइट', 'या']",3,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,298,एक्सट्रीम लेफ़्ट लाइन पे आ गए तुम ।,8,obl_vs,1.3333333333333333,7,तुम,['तुम'],1,3,No Direction,3,लाइन,"['लेफ़्ट', 'एक्सट्रीम', 'लाइन पे']",3,20,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,308,अरे भाई अच्छा सुनो मैं तुम्हें अब बता रहा हूँ ।,11,s_obl_v,2.111111111111111,5,मैं,['मैं'],1,3,No Direction,7,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,312,अबे रिसर्च नहीं हो रही है यहाँ ।,8,sv_obl,2.0,2,रिसर्च,['रिसर्च'],1,6,No Direction,7,यहाँ,['यहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,338,तुम आगे तक जाओगे तो लेफ़्ट पे सब कुछ है वहाँ ।,12,s_obl_v,2.3,1,तुम,['तुम'],1,3,No Direction,2,आगे,['आगे तक'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,350,और ओक पार्क अपार्टमेंट जो लिखा हुआ है वो साला 3 मीटर में लिखा हुआ है ।,17,s_obl_v,2.1333333333333333,9,वो,"['वो', 'लिखा', 'और', 'अपार्टमेंट', 'पार्क', 'ओक', 'जो', 'हुआ', 'है']",9,32,RL,12,मीटर,"['3', 'मीटर में']",2,8,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,357,नहीं मैं ये पूछ रहा हूँ तुम से कि मतलब ओक पार्ट अपार्टमेंट के जो मतलब रोड है उसी में मैं मोड़ लूँ ।,24,obl_sv,3.409090909090909,21,मैं,['मैं'],1,3,No Direction,19,उसी,"['रोड', 'पार्ट', 'ओक', 'अपार्टमेंट के', 'जो', 'मतलब', 'है', 'उसी में']",8,36,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,358,अबे वहाँ फ़्लैग्ज़ लगें हुए हैं मतलब ।,8,obl_sv,2.0,3,फ़्लैग्ज़,['फ़्लैग्ज़'],1,9,No Direction,2,वहाँ,['वहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,380,और जब तुम कंटिन्यू करोगे तो जब कंटिन्यू करोगे तो मतलब तुम्हें लेफ़्ट टर्न लेना है ।,17,obl_sv,3.0,3,तुम,['तुम'],1,3,No Direction,2,जब,['जब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,421,अबे इतना सा छोटा सा एड्रेस देने में तेरे को दिमाग घूम गया ।,14,obl_sv,2.5833333333333335,11,दिमाग,['दिमाग'],1,5,No Direction,7,देने,"['एड्रेस', 'इतना', 'सा', 'छोटा', 'सा', 'देने में', 'तेरे को']",7,31,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,427,मतलब तुम्हें जो है प्रॉब्लम नहीं होगी 100 परसेंट ।,10,sv_obl,2.5,2,तुम्हें,"['तुम्हें', 'जो', 'है']",3,11,LR,9,परसेंट,"['परसेंट', '100']",2,9,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,448,3 4 माइल्स आएँगे तो 4 रेड लाइट आएँगे जिस से हमें क्रॉस करनी है ।,16,obl_sv,2.2142857142857144,12,हमें,['हमें'],1,4,No Direction,10,जिस,['जिस से'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,451,फिर वो लेफ़्ट में क्रोगर रहेगा ।,7,obl_sv,2.2,5,क्रोगर,['क्रोगर'],1,6,No Direction,3,लेफ़्ट,"['वो', 'लेफ़्ट में']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,463,और वहाँ से जो है हमें बस मतलब आँख बंद कर के सीधे चलते रहना है ।,17,obl_sv,4.2,6,हमें,['हमें'],1,4,No Direction,2,वहाँ,"['वहाँ से', 'जो', 'है']",3,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,464,सीधे चलते रहना है और जहाँ पे रोड ख़तम होगी तो हमें जो है उस से लेफ़्ट ।,18,obl_sv,3.8125,8,रोड,['रोड'],1,3,No Direction,6,जहाँ,['जहाँ पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,476,तो [anonymized] जो हैं अपने शॉर्ट्स में निकलेंगे ।,9,s_obl_v,2.857142857142857,2,[anonymized],"['[anonymized]', 'जो', 'हैं']",3,17,LR,6,शॉर्ट्स,"['अपने', 'शॉर्ट्स में']",2,14,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,489,नहीं तो हम मतलब जो है वापस इस एग्ज़िट पे आ जाएँगे मतलब ।,14,s_obl_v,3.3333333333333335,3,हम,['हम'],1,2,No Direction,9,एग्ज़िट,"['इस', 'एग्ज़िट पे']",2,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,492,अच्छा ठीक है हम बॉबी जोंस की ले लेंगे ।,10,s_obl_v,2.125,4,हम,['हम'],1,2,No Direction,6,जोंस,"['बॉबी', 'जोंस की']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,532,अगर मैं मतलब जो है कहीं अटकता हूँ ना तो तो मैं सीधे मतलब जो है गैस स्टेशन से जा के [incomprehensible] ।,23,s_obl_v,4.619047619047619,2,मैं,['मैं'],1,3,No Direction,6,कहीं,['कहीं'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,535,मेरा मतलब है कि तुम आई 20 से निकल आओ ।,11,s_obl_v,2.5555555555555554,5,तुम,['तुम'],1,3,No Direction,7,20,"['आई', '20 से']",2,6,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,536,ऐसा नहीं हो कि तुम पता चला 25 मील चले गए ।,12,s_obl_v,2.4,5,तुम,['तुम'],1,3,No Direction,9,मील,"['मील', '25']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,563,उस से पहले और कौनसी आएगी ।,7,obl_sv,2.0,5,कौनसी,"['कौनसी', 'और']",2,7,RL,1,उस,"['उस से', 'उस पहले']",2,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,565,मैं वहाँ पहुंच जाऊँगा ।,5,s_obl_v,1.3333333333333333,1,मैं,['मैं'],1,3,No Direction,2,वहाँ,['वहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,584,अगर मैं 75 माइल्स पर आवर के स्पीड से चलता हूँ ।,12,s_obl_v,3.2,2,मैं,['मैं'],1,3,No Direction,8,स्पीड,"['75', 'पर', 'आवर', 'माइल्स के', 'स्पीड से']",5,22,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,590,75 तो सभी दबाते हैं ।,6,obl_sv,1.5,3,सभी,['सभी'],1,3,No Direction,1,75,"['75', 'तो']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,595,नहीं खैर तुम अपने हिसाब से चलाओ ।,8,s_obl_v,3.1666666666666665,3,तुम,['तुम'],1,3,No Direction,5,हिसाब,"['अपने', 'हिसाब से']",2,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,601,और तुम जो है घर ही पे रहना ।,9,s_obl_v,3.142857142857143,2,तुम,"['तुम', 'जो', 'है']",3,7,LR,5,घर,"['ही', 'घर पे']",2,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,606,तुम्हें कोई भी प्रॉब्लम होती है कुछ भी होता है तुम मेरा घर पे फ़ोन करो ।,17,s_obl_v,2.6,11,तुम,['तुम'],1,3,No Direction,13,घर,"['मेरा', 'घर पे']",2,8,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,634,एमरजेंसी के लिए लिख लो [anonymized] ।,7,obl_vs,1.8,6,[anonymized],['[anonymized]'],1,12,No Direction,1,एमरजेंसी,"['एमरजेंसी के', 'एमरजेंसी लिए']",2,21,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,680,हाँ अब तुम लो बात करो इस से ।,9,obl_sv,1.5714285714285714,3,तुम,['तुम'],1,3,No Direction,2,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,683,[incomprehensible] मतलब क्या था कि अलीगढ़ से जब हम वहाँ पहुँचे आईआईटी में तो हम सोचे यार शायद लगता यहाँ पे जो है मतलब ज्यादा बोल बाला नहीं रहेगा ।,30,obl_sv,3.2857142857142856,27,बाला,"['बाला', 'ज्यादा', 'बोल']",3,13,RL,20,यहाँ,"['यहाँ पे', 'जो', 'है']",3,10,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,692,तो हम जब अमेरिका आए है तो हम ने कहा यार कि मतलब यहाँ पे भी वैसी बात नहीं होगी ।,21,obl_sv,3.210526315789474,18,बात,"['बात', 'वैसी']",2,7,RL,14,यहाँ,"['यहाँ पे', 'भी']",2,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,725,लेकिन मुझे तो लगता है कि मतलब मैं बहुत सुधरी जा रही हूँ यहाँ पर ।,16,sv_obl,2.4285714285714284,8,मैं,['मैं'],1,3,No Direction,14,यहाँ,['यहाँ पर'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,727,और मेरे अंदर अल्लाह मियाँ का बहुत डर आ गया है ।,12,obl_sv,2.6,8,डर,"['डर', 'अल्लाह', 'मियाँ का', 'बहुत']",4,19,RL,2,मेरे,['मेरे अंदर'],1,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,745,अबे शाहिद [anonymized] तू क्यों आ गया यार ।,9,s_obl_v,2.5714285714285716,4,तू,['तू'],1,2,No Direction,5,क्यों,['क्यों'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,789,आराम से बिक जाएगा ये ।,6,obl_vs,1.5,5,ये,['ये'],1,2,No Direction,1,आराम,['आराम से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,790,बिक जाएगा आराम से ये ।,6,v_obl_s,2.0,5,ये,['ये'],1,2,No Direction,3,आराम,['आराम से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,823,अब तू आ तो फिर बताएँगे ।,7,obl_sv,1.8,2,तू,['तू'],1,2,No Direction,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,824,तो तू ज़रा सा अपना कर यार और फिर उस के बाद जो है देख ले ।,17,s_obl_v,3.533333333333333,2,तू,['तू'],1,2,No Direction,5,अपना,['अपना'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,829,देखो विंडोज़ वाले गेम्स जो है इस में नहीं चलते हैं ।,12,s_obl_v,2.7,4,गेम्स,"['गेम्स', 'विंडोज़ वाले', 'जो', 'है']",4,19,LR,7,इस,['इस में'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,852,नमाज़ पे जा रहा हूँ मैं [incomprehensible] ।,8,obl_vs,2.1666666666666665,6,मैं,['मैं'],1,3,No Direction,1,नमाज़,['नमाज़ पे'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,879,मस्जिद में तुम पहन के क्या जाते हो ।,9,obl_sv,2.5714285714285716,3,तुम,['तुम'],1,3,No Direction,1,मस्जिद,['मस्जिद में'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,897,लेकिन अगर मतलब जो है थोड़ा भी वैसे ही हो ना तो बस 1 बार तुम रेंट कर लो जो वैक्यूम आता है के लिए ।,27,sv_obl,3.44,21,वैक्यूम,['वैक्यूम'],1,7,No Direction,24,शैम्पू,"['शैम्पू के', 'शैम्पू लिए']",2,17,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,907,और एकदम मतलब कार्पेट से एकदम सफ़ाई कर देगा वो ।,11,obl_vs,3.2222222222222223,10,वो,['वो'],1,2,No Direction,4,कार्पेट,['कार्पेट से'],1,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase2\Phase2_gold\hi_4770_gold.conllu,915,अब तुम आ गयी होगी तो घर एकदम मतलब जो है चमक गया होगा ।,15,obl_sv,3.0,2,तुम,['तुम'],1,3,No Direction,1,अब,['अब'],1,2,No Direction
