File,Sent_ID,Sentence,Length,Category,dep_Length,Dependency Length 
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,573,और वो बोला है कि अगर नेक्स्ट वीकएंड तक पता चल जाएगा कि 15 से पहले तक तुम्हारा नहीं होता है वहाँ तो वो बैकडेट यानी 15 जुलाई से हमारा फ़ंडिंग शुरू कर देगा ।,35,nmod,1,4.96969696969697
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,573,और वो बोला है कि अगर नेक्स्ट वीकएंड तक पता चल जाएगा कि 15 से पहले तक तुम्हारा नहीं होता है वहाँ तो वो बैकडेट यानी 15 जुलाई से हमारा फ़ंडिंग शुरू कर देगा ।,35,nmod,2,4.96969696969697
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,573,और वो बोला है कि अगर नेक्स्ट वीकएंड तक पता चल जाएगा कि 15 से पहले तक तुम्हारा नहीं होता है वहाँ तो वो बैकडेट यानी 15 जुलाई से हमारा फ़ंडिंग शुरू कर देगा ।,35,nmod,1,4.96969696969697
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,669,तो तुम ने कार ढूंढ़ने का बंदोबस्त कर लिया ।,10,nmod,3,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,674,कहने का मतलब क्या है हाँ ।,8,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,677,क्लैरिफ़िकेशन का हिंदी क्या होता है गुड़िया ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,685,किसी दूसरे के घर में से बात करने के समय आप मुखोटा क्यों पहनते हैं ।,16,nmod,3,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,685,किसी दूसरे के घर में से बात करने के समय आप मुखोटा क्यों पहनते हैं ।,16,nmod,9,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,693,लेकिन आप का अभी जो दिनचर्या कैसा चल रहा है ।,11,nmod,2,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,700,और आप के टिकट का क्या हुआ ।,8,nmod,2,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,700,और आप के टिकट का क्या हुआ ।,8,nmod,4,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,736,तो हम सोच रहे थे कि अभी यहाँ से राजेश के एड्रेस पे भेजना शुरू कर दे ।,18,nmod,2,3.5625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,739,राजेश के एड्रेस में भेजना शुरू कर दे ।,9,nmod,2,1.4285714285714286
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,740,लेकिन राजेश के रूम में जगह आप ने देखा ।,10,nmod,2,2.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,742,मैं पहुँचूँगी उस के 15 दिन बाद मेरा सामान पहुँचेगा तो ।,12,nmod,2,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,742,मैं पहुँचूँगी उस के 15 दिन बाद मेरा सामान पहुँचेगा तो ।,12,nmod,1,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,750,तुम्हारे एड्रेस पे यूपीएस से भेज दे फ़िर सब कुछ ।,11,nmod,1,1.8888888888888888
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,752,फ़िर तुम्हारे एड्रेस से कार रेंट कर के जा सकते हैं वहाँ नई जगह पे सब कुछ रखने के लिए ।,21,nmod,1,2.3684210526315788
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,753,क्योंकि मैं पहुँचूँगी उस से 15 दिन के बाद ही सब सामान पहुँचेगा ।,14,nmod,5,1.9166666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,756,तुम को जो करना है उस के हिसाब से तुम अपना प्लैन करो ।,14,nmod,7,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,756,तुम को जो करना है उस के हिसाब से तुम अपना प्लैन करो ।,14,nmod,1,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,761,तुम्हारे यहाँ पे ही भेजेंगे ।,6,nmod,1,1.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,781,जो भी करना है उस का प्लैनिंग कर लो ।,10,nmod,6,1.375
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,822,ऐसा उस की सेक्रेटरी बता रही थी ।,8,nmod,2,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,840,पहले तो उस की सेक्रेटेरी उठा रही थी ।,9,nmod,2,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,848,फ़ोन नहीं उठाते हैं तो तुम मेसेज छोड़ देना उस के डायरेक्ट उस पे जाएगा ।,16,nmod,2,2.2142857142857144
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,880,तो वो अपने पॉइंट ऑफ़ व्यू से काम कर रहा है ।,12,nmod,1,2.9
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,880,तो वो अपने पॉइंट ऑफ़ व्यू से काम कर रहा है ।,12,nmod,1,2.9
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,885,वो अपने पॉइंट से कर रहा है ।,8,nmod,1,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,886,और तुम अपने पॉइंट ऑफ़ व्यू से कर रही हो ।,11,nmod,1,2.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4284_gold.conllu,900,उस की आदत है तो मंडराएगा ।,7,nmod,2,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,8,अपने घर से कर रहा हूँ ।,7,nmod,1,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,20,मैं ने कहा था कि ज़रा मेरे 6 बज जाएँ तो फ़िर मैं तुम को फ़ोन करती हूँ ।,19,nmod,1,3.823529411764706
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,74,एमकेएम ने अपने जो हैं 18 पॉइंट्स दिए हैं गवर्नमेंट को ।,12,nmod,3,2.1
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,81,एमकेएम ने कहा हमारी 18 पॉइंट्स जो है उन को तुम कबूल करो ।,14,nmod,1,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,84,उन्होंने जो है अपने 21 पॉइंट्स दे दिए कि पहले इन को करो फ़िर हम तुम्हारे 18 करेंगे ।,19,nmod,1,3.3529411764705883
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,84,उन्होंने जो है अपने 21 पॉइंट्स दे दिए कि पहले इन को करो फ़िर हम तुम्हारे 18 करेंगे ।,19,nmod,1,3.3529411764705883
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,90,और [anonymized] के मदर के खून खराबा [incomprehensible] ।,9,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,90,और [anonymized] के मदर के खून खराबा [incomprehensible] ।,9,nmod,4,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,97,मतलब वो ही वाली बात है कि बद्दुआ देते हुए भी डर लगता है कि [anonymized] के अपने घर में कुछ हो तो फ़िर पता चले ।,27,nmod,2,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,97,मतलब वो ही वाली बात है कि बद्दुआ देते हुए भी डर लगता है कि [anonymized] के अपने घर में कुछ हो तो फ़िर पता चले ।,27,nmod,1,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,125,भाई की जॉब कैसी चल रही है ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,126,भाई की जॉब ठीक चल रही है ।,8,nmod,2,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,147,उन्ही के यहाँ रहेंगे जा के ।,7,nmod,2,1.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,148,उन्हीं के यहाँ रहेंगे ।,5,nmod,2,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,149,चिन्ना आपा कहती मेरे तो पाँव में ऐसा चक्कर पड़ा है कि मतलब ।,14,nmod,2,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,176,नहीं कहती थी मेरे पाँव में सर्कल है ।,9,nmod,1,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,193,कहती है मैं कहा करती थी मेरे पाँव में चक्कर है ।,12,nmod,1,1.9
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,204,जैसे उस दिन इन की गाड़ी का ऐक्सिडेंट हो गया ।,11,nmod,2,2.5555555555555554
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,204,जैसे उस दिन इन की गाड़ी का ऐक्सिडेंट हो गया ।,11,nmod,4,2.5555555555555554
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,219,मेरी हांडी जल गई ।,5,nmod,1,1.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,225,अब मैं बस इस को उतार के मैं अपनी सहेली को दे दूँगी ।,14,nmod,1,2.5833333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,234,कहती थीं इस से लिखूँगी तो मेरे अच्छे नंबर आएँगे ।,11,nmod,1,2.888888888888889
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,250,इस का सेहरा जो है इस पेन को जाता है ।,11,nmod,2,1.8888888888888888
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,275,बिलकुल कराची वाला मौसम हुआ हुआ है इधर ।,9,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,295,बस यहाँ का मौसम लाहौर वाले से मिलता है कुछ ।,12,nmod,2,3.1
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,298,गर्मी इतनी पड़ती तो नहीं है खैर लेकिन जब पड़ती है ना कुछ दिन वो लाहौर वाली वो नहीं हो जाती थोड़ी सी ।,24,nmod,2,3.4545454545454546
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,324,मेरे मूँह पे चल रहा है पंखा ।,8,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,334,ज़्यादा टाँगे वाँगे फ़ेलाने की कोशिश की तो किराया बढ़ जाएगा ।,12,nmod,5,1.7
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,363,और तुम्हें पता है कि जहाँ पर ज़्यादा बड़ी बड़ी बिल्डिंग्स होंगी वहाँ की ह्यूमिडिटी और हवा का रुख़ कम होगा ।,22,nmod,9,3.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,420,लेकिन आपा घटा का मज़ा तो बस पाकिस्तान में आता था [incomprehensible] ।,13,nmod,2,3.1818181818181817
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,428,और हमारी [incomprehensible] हो रही होती हैं उस पानी के अंदर गटर वाले ।,14,nmod,1,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,430,गटर वाले पानी के अंदर घूम रहे होते थे फछ फछ फछ ।,13,nmod,2,2.727272727272727
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,480,वापसी में हमारी गाड़ी खराब हो गई थी ।,9,nmod,1,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,483,आप की गाड़ी भी फँस गई थी ना ।,9,nmod,2,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,498,रुकने का नाम ही नहीं ले रही थी ।,9,nmod,2,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,541,हाँ और अज़गर मतलब मुझे याद है यार मैं जब चलती थी तब तुम मेरा पूरा पूरा साथ देते थे ।,21,nmod,1,2.9473684210526314
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,583,और सुबह ही सुबह 6 बजे सोचो मतलब फ़ल तोड़ने जाना और मालियों से लड़ना और हर घर की बेल बजा के भागना ।,24,nmod,3,3.3636363636363638
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,629,करीमे का क्या हुआ ।,5,nmod,2,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,689,तुम्हें मेरा खत मिला अज़गर ।,6,nmod,1,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,699,मेरा नया पता लिख लें ना ।,7,nmod,1,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,710,तो अपना एड्रेस तो दे दें मुझे ।,8,nmod,1,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,711,पहले तुम मुझे अपना एड्रेस दो ना ।,8,nmod,1,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,806,लेकिन जो मेरी स्पेगेटी है ना वो बहुत ही सिम्पल है ।,12,nmod,2,2.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,912,तो अपनी गर्लफ्रेंडों की बातें करता रहता है रोज़ ।,11,nmod,1,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,912,तो अपनी गर्लफ्रेंडों की बातें करता रहता है रोज़ ।,11,nmod,3,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,941,मैं ने कहा कि तुम्हारे फ़ोन के अंदर भी थोड़ी शर्म होती है ।,14,nmod,1,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,944,गुग्गन आपा को जब 1 दफ़ा आ जाएँ ना जलाल में तो बस फ़िर ऐसी की तैसी हो जाती है ।,21,nmod,2,2.736842105263158
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,948,उन के तो मथ्थे मैं भी नहीं लगता ।,9,nmod,3,2.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,979,1 दिन की छुट्टी करो तो हमे होता है हाए हमारा पूरा 1 दिन का पेचेक चला गया ।,19,nmod,3,2.5294117647058822
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,979,1 दिन की छुट्टी करो तो हमे होता है हाए हमारा पूरा 1 दिन का पेचेक चला गया ।,19,nmod,1,2.5294117647058822
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,979,1 दिन की छुट्टी करो तो हमे होता है हाए हमारा पूरा 1 दिन का पेचेक चला गया ।,19,nmod,3,2.5294117647058822
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,985,अरे ये जो सारे हंगामे शंगामे हो रहे हैं ना सब को कामों में इतनी वो लगी हुई हो कि मतलब फ़िर वो वाली बात ही ना हो ।,29,nmod,2,3.6666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1009,लोगों की कितनी जॉबें छुटती हैं ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1010,दूसरी गवर्नमेंट जो आएगी वो अपने बंदे लगा देगी और दूसरों के बंदे हटा देंगे ।,16,nmod,1,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1010,दूसरी गवर्नमेंट जो आएगी वो अपने बंदे लगा देगी और दूसरों के बंदे हटा देंगे ।,16,nmod,2,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1014,अगर गवर्नमेंट जिस मुल्क की ठीक होगी ना उस मुल्क का सारा दस्तूर ठीक होंगे ।,16,nmod,11,2.0714285714285716
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1048,यही वाला सीन हो जाएगा बस ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1074,वो तो अपने यहाँ टेम्पल में देखी थी ।,9,nmod,1,2.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1091,थियेटर में देखने का तो मज़ा ही कुछ और है ।,11,nmod,5,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1135,लोग मुझे तारीफ़ कर रहे हैं और केविन कोस्टनर की मूवी मैं नहीं छोड़ती अज़गर ।,16,nmod,3,2.642857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1139,केविन कोस्टनर की मूवी मैं कहती हूँ बस ।,9,nmod,3,1.4285714285714286
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1151,हाँ वो उस की बीवी होती है वो उस के साथ केविन कोस्टनर के साथ फ़्री हो जाती हैं और वो बदला लेता है ।,25,nmod,2,3.0434782608695654
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1155,ऐंथनी क्विन की बीवी होती है ।,7,nmod,3,1.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1156,ऐंथनी क्विन अपनी बीवी को पता नहीं मूहँ पे वो मार देता है और उस को वहाँ पे तवायफ़्फ़ो के जगह पे छोड़ आता है ।,26,nmod,1,3.4583333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4360_gold.conllu,1156,ऐंथनी क्विन अपनी बीवी को पता नहीं मूहँ पे वो मार देता है और उस को वहाँ पे तवायफ़्फ़ो के जगह पे छोड़ आता है ।,26,nmod,2,3.4583333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,5,इन लोग को कुछ लैंग्वेज का मतलब सैम्पल चहिए ।,10,nmod,3,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,6,लैंग्वेज का सैम्पल चहिए ।,5,nmod,2,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,15,तो 30 मिनट का कॉल फ़्री और 10 डॉलर मिलेगा ।,11,nmod,3,2.888888888888889
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,16,तो तुम को हम इस का इन्फ़र्मेशन फ़ॉर्वड कर देंगे ।,11,nmod,2,3.111111111111111
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,32,1 बार बात करोगे तो मेरे ख्याल से वो उस के बाद अपने आप उस का ऐक्टिवेशन ख़तम हो जाएगा ।,21,nmod,1,4.315789473684211
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,32,1 बार बात करोगे तो मेरे ख्याल से वो उस के बाद अपने आप उस का ऐक्टिवेशन ख़तम हो जाएगा ।,21,nmod,2,4.315789473684211
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,42,तो क्योंकि ये हमारे ही यहाँ रह रहा था ।,10,nmod,2,2.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,58,चतुर का फ़ोन आया था आज ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,78,तुम जीमैट की तैयारी करो ।,6,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,107,आज उस की मेल आई है या कल आई मालूम नहीं ।,12,nmod,2,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,116,क्योंकि कल शाम तक तो नहीं आई थी ।,9,nmod,1,2.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,145,मतलब अपने अपने रीज़न से भी हम लोग अगर 4 4 5 5 यूनिवर्सिटी भिजवा दें उस को ।,19,nmod,2,3.2941176470588234
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,147,तो मतलब मेरे ख्याल से तो अच्छा रहेगा ।,9,nmod,1,3.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,148,बट मतलब तो उस को एडमिशन तो मेरे ख्याल से मिल जाएगा ।,13,nmod,1,4.181818181818182
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,183,जब तक यहाँ की हवा ना लगे ।,8,nmod,2,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,189,वो छिठ्ठी में भी मतलब बोल रहा था कि 1 बार ब्रदर का सेटल होने के बाद हम काफ़ी रिलैक्स्ड हैं ।,22,nmod,2,3.1
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,192,थोड़ा सा अपना टेंशन में रह के ।,8,nmod,1,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,198,तो तुम्हारा पढ़ाई लिखाई कब ख़तम हो रहा है ।,10,nmod,1,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,206,उस का कैसा चल रहा है ।,7,nmod,2,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,208,बस उस का काम ख़तम होने वाला है ।,9,nmod,2,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,210,उस के बाद नेक्स्ट मंडे से उस का ओरियंटेशन शुरू हो रहा है ।,14,nmod,2,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,219,मेरे ख्याल से तो यार जॉब काफ़ी ठीक रहेगा सतीश ।,11,nmod,1,2.4444444444444446
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,298,मतलब वो मेरे ख्याल से काफ़ी रिच हो गया मेरे लिए ।,12,nmod,1,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,303,तो उस की फ़र्म जीतेगी या कोई और जीतेगी ।,10,nmod,2,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,317,और अभी 1 लोटस का कोई जॉब मिल रहा है ।,11,nmod,3,2.5555555555555554
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,382,तुम्हारे केस में ये सिचुएशन थी कि भई ठीक है ।,11,nmod,1,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,398,मतलब दोनों आदमी को लगता है कि हम लोग का हर कुछ अपने से कर सकते हैं ।,18,nmod,3,2.625
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,419,तो भैया का उस का बर्थडे वर्थडे था तो उस के लिए पापा लोग मतलब क्लीनिक व्लीनिक बना के उस को एकदम बर्थडे के दिन रेडी करा के उस को दिए हैं ।,33,nmod,2,3.967741935483871
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,419,तो भैया का उस का बर्थडे वर्थडे था तो उस के लिए पापा लोग मतलब क्लीनिक व्लीनिक बना के उस को एकदम बर्थडे के दिन रेडी करा के उस को दिए हैं ।,33,nmod,2,3.967741935483871
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,419,तो भैया का उस का बर्थडे वर्थडे था तो उस के लिए पापा लोग मतलब क्लीनिक व्लीनिक बना के उस को एकदम बर्थडे के दिन रेडी करा के उस को दिए हैं ।,33,nmod,2,3.967741935483871
../Dialouge Corpus Filttered/parse_gold_filttered\Phase2\Phase2_gold\hi_4649_gold.conllu,425,तुम्हारे पापा अभी क्या कर रहे हैं ।,8,nmod,1,1.6666666666666667
